ingresos,gastos_comunes,pago_coche,gastos_otros,ahorros,vivienda,estado_civil,hijos,trabajo,comprar
5050,921,225,482,37893,373915,1,2,2,1
4888,991,285,433,39700,373274,2,2,1,0
4961,1019,188,495,38100,374150,2,5,5,1
5040,899,173,500,39600,373019,1,1,4,0
4998,913,135,575,39692,373500,2,5,3,1
5041,985,290,616,38467,374295,1,0,2,1
5025,944,190,579,39318,374201,1,5,5,0
4976,1042,301,461,37977,373578,2,4,3,0
5037,976,200,446,38786,373399,1,3,5,0
5007,878,263,615,37917,372697,0,2,3,1
4954,1041,162,448,38902,373175,1,3,0,1
4875,936,143,439,39024,373360,1,2,7,1
5052,1048,167,454,39083,372696,2,2,5,0
5010,990,134,519,39437,372519,2,0,0,0
4882,915,229,564,39081,373169,1,4,8,0
4908,908,205,556,38383,372623,2,0,7,0
5004,959,170,499,38313,373350,0,4,3,0
5007,948,127,446,37872,373300,2,3,3,1
4893,932,229,515,38148,373275,1,2,5,1
4883,948,280,526,38458,373601,1,2,3,0
4998,1030,122,601,39324,373605,1,4,6,0
4918,1044,246,595,37947,372835,2,1,5,0
5023,935,161,569,38299,373726,1,5,7,0
4961,931,260,519,39403,372790,1,0,4,1
4970,888,198,607,37862,374363,2,3,8,1
4950,982,237,520,39421,372932,0,0,5,1
5025,987,123,448,38133,372843,0,2,0,1
4971,923,229,494,37928,373252,1,1,6,1
4958,923,299,425,39650,373962,2,5,5,1
5055,1028,276,473,39062,372533,0,2,0,1
4861,870,188,597,39487,373685,1,5,0,0
4910,917,187,463,38852,372396,1,0,6,1
5016,972,304,462,38600,372828,0,2,3,0
4943,955,222,550,39628,373045,0,1,7,1
4887,917,228,552,39190,374388,0,1,2,0
4906,1065,203,597,38126,372643,0,2,7,1
5001,978,169,502,38023,374084,2,4,2,0
4935,894,309,483,38904,373777,0,5,5,1
4863,916,195,530,39505,373183,0,1,5,0
5017,900,118,585,38604,374173,0,0,4,1
4931,918,130,557,39364,373036,1,1,3,0
4951,1023,247,615,37846,374249,1,5,8,0
5034,1010,235,468,38324,374025,0,3,1,1
4953,975,151,469,37926,373578,0,4,0,1
4918,1032,303,594,39108,374117,0,5,4,0
4936,877,236,570,39528,374150,2,1,8,0
4873,1048,118,511,38982,374337,1,4,3,0
4975,1058,246,573,39728,373637,0,0,8,1
4886,997,233,598,37833,374090,1,0,1,0
4928,1037,304,548,39167,374191,1,5,8,1
5037,969,307,482,39147,373736,0,4,8,1
5054,962,192,472,38750,373672,2,2,0,0
4882,928,274,537,37958,373815,1,5,0,1
5038,929,172,448,39076,372991,0,5,8,1
4981,995,158,540,38391,372833,0,2,8,0
5025,888,124,604,38454,372579,2,2,2,1
5049,948,198,429,39177,372669,0,4,2,0
4874,925,133,478,38559,372801,1,4,6,1
5051,995,197,465,39224,372656,2,1,1,1
4888,1025,163,446,38477,374157,1,4,1,0
4949,1060,186,517,39354,373553,2,1,8,1
4889,990,196,519,38185,373673,2,0,4,0
4860,997,255,496,38976,372992,0,5,6,1
4960,870,229,476,39511,373441,0,1,6,0
5008,878,123,516,37768,372440,0,1,2,0
4863,961,290,580,38325,374147,1,0,4,1
5009,892,121,568,37817,373553,0,4,3,0
5032,1019,302,582,39130,372971,0,3,8,1
4971,961,250,528,39056,373463,0,1,7,1
4962,1044,312,432,39589,373025,1,4,5,0
4915,887,303,496,38004,372714,2,4,8,1
4966,905,298,566,39290,374125,2,4,0,0
4885,1019,118,510,38715,373777,2,3,0,1
4938,1007,222,420,38629,373266,0,0,2,0
5041,993,207,524,39431,372844,0,4,7,1
5003,1044,171,535,39310,373309,2,5,0,0
5032,955,202,448,38140,373625,0,2,6,1
4873,940,261,462,39201,372635,2,0,5,1
4966,1035,293,559,39625,372498,0,4,0,0
4964,900,280,440,38376,373581,0,3,0,0
5009,898,290,598,38633,373951,1,4,5,0
4911,984,198,418,38301,373308,2,0,5,0
4993,921,172,584,37783,373906,1,1,1,1
5013,1029,140,468,38940,373480,0,3,4,0
5039,1000,207,552,39535,373481,0,1,1,1
5039,1033,261,503,38121,372732,0,1,4,0
4875,1057,283,417,38380,374236,2,0,0,1
5003,979,253,580,38123,372899,2,2,6,1
4921,965,259,597,39566,372645,1,2,2,0
5010,954,224,438,38524,372896,2,0,0,0
4891,974,192,570,38411,373260,0,3,2,0
4875,941,138,590,38902,373789,1,0,3,0
4942,951,274,473,38137,373424,2,5,7,1
4985,931,204,437,39127,374306,2,3,0,0
4934,874,252,428,38119,373218,0,3,5,1
5053,952,128,558,38821,373881,0,2,4,1
4874,899,298,482,37754,374239,0,1,3,0
4964,943,266,568,39242,372847,1,3,8,0
4906,1068,178,489,39659,373584,1,0,8,0
4940,907,223,521,38905,372989,2,4,3,1
4883,897,130,497,39374,374382,0,1,7,1
4969,896,251,564,37925,373402,2,4,6,0
4895,1026,159,603,38771,372721,1,2,3,0
4945,921,126,444,39637,374058,0,4,7,0
4929,958,262,476,37818,374241,1,1,6,0
4866,1008,282,465,38464,373762,1,2,8,0
4935,876,313,565,38900,373128,2,3,5,1
4981,1045,288,461,39423,373035,0,0,7,0
4944,925,161,593,39146,372493,0,0,0,0
4879,951,119,483,39034,372824,1,0,1,1
5003,919,152,538,38602,373970,1,3,7,1
5010,1040,295,453,39570,373359,2,3,8,0
4953,966,246,572,39536,372571,2,0,2,0
4999,1049,239,514,38726,373234,0,1,0,0
5005,891,311,600,38111,373367,0,4,4,1
4869,903,263,416,38215,372873,1,4,2,1
4962,1002,130,467,39684,373682,0,5,1,1
4893,949,239,442,38099,374126,2,0,5,0
4998,930,256,484,38530,372519,1,5,5,1
4992,870,141,612,37974,374067,2,0,1,0
4971,1010,218,589,39570,373146,2,3,7,1
5020,1047,222,513,38163,372637,1,2,5,0
4917,1025,275,450,37849,374120,1,3,8,1
5038,1069,134,507,39608,373309,2,2,4,0
4867,939,121,567,38629,372572,0,1,6,0
4962,946,235,497,38344,373264,2,0,8,1
4920,972,204,593,39633,372824,0,0,0,1
5033,1039,213,511,39064,373270,2,4,3,0
5045,958,122,456,38206,374219,2,1,2,1
4874,962,113,460,38782,373656,1,1,1,0
5057,1047,208,433,39129,374313,1,1,3,1
5055,896,244,606,38880,374255,2,0,4,1
4954,1020,278,494,39391,373237,0,1,1,0
4951,983,151,477,38054,373633,2,4,3,1
4923,1034,237,487,39535,373383,1,3,6,0
4988,948,300,426,37972,372943,0,0,6,1
4999,902,188,483,39559,374299,2,1,1,0
4864,928,175,508,38345,373825,1,3,4,0
5017,1051,132,518,38420,373742,2,2,5,0
4941,1035,132,465,37966,373033,2,1,7,1
4959,1051,298,418,38850,373185,2,2,7,1
4954,956,207,616,38130,373601,0,0,1,1
4994,875,209,530,39541,374030,0,1,3,1
4898,1012,300,540,37982,372934,0,5,0,1
4968,936,227,421,37828,374021,1,5,1,0
4953,1028,114,591,38239,373333,0,5,1,1
4998,1052,141,566,37977,373238,1,1,8,0
4920,975,270,558,39268,373083,1,3,8,1
4880,1006,128,424,38990,373496,0,0,7,0
4877,1064,227,545,39202,372527,0,4,1,1
4870,1006,207,554,38052,374288,0,1,5,1
4971,1053,173,547,38847,372846,2,2,3,0
5036,872,247,514,39588,374049,2,4,4,1
4888,935,262,472,39098,372918,1,1,1,1
4960,903,116,473,38001,373504,1,2,2,1
4866,969,270,510,39054,374295,1,2,5,0
4881,1028,250,573,39121,372652,2,5,3,0
4914,875,141,416,37797,372469,0,2,4,1
4930,986,231,483,39221,372913,0,3,8,1
4967,907,262,509,38737,374386,0,2,4,1
4935,980,134,558,39156,374211,2,5,8,0
4942,913,260,455,37922,372476,2,0,0,0
4958,1028,241,501,38023,372566,0,4,5,1
4959,1051,136,472,37874,374171,1,5,7,1
4964,1011,264,584,39031,373469,1,1,7,1
5019,1039,285,502,39246,373814,2,1,4,1
4906,969,306,438,37836,374334,1,3,1,0
4946,980,194,546,38665,373183,0,5,8,1
4945,977,174,511,39437,372444,2,0,0,0
5023,922,247,585,37857,372407,0,4,3,0
4898,939,205,542,37994,374284,1,5,6,1
4971,875,273,492,38117,374223,0,4,8,0
4984,1013,283,538,38819,374059,1,2,1,1
4887,982,279,554,39373,374055,1,1,5,1
4890,975,232,507,38314,373227,2,4,2,1
5034,1043,155,428,38166,372531,1,3,6,0
4971,1054,144,514,38575,372838,1,0,1,1
4944,945,307,466,39552,373980,1,3,7,0
4950,1010,190,428,38255,372907,2,2,3,1
4950,907,196,449,38724,373126,2,5,4,1
4878,978,135,564,39659,372790,2,2,5,1
4862,1015,307,442,38341,373870,0,4,5,1
4991,972,305,582,38993,372938,0,0,1,1
4989,879,167,608,39158,373324,0,5,4,0
4871,931,190,450,37913,373748,1,3,5,1
4916,925,135,478,38164,374374,0,2,5,1
4901,961,280,551,37757,374341,2,3,1,1
5037,996,203,564,38097,374074,2,2,2,1
4876,872,182,580,38163,372471,2,3,6,1
5023,966,148,499,39255,373729,1,5,8,1
5035,962,312,545,39362,372988,1,3,8,1
4966,973,117,570,39541,372707,2,3,4,0
4992,922,203,533,38555,373913,0,2,2,0
4920,969,210,483,38139,373288,0,3,4,0
4859,894,243,453,38790,373330,2,1,7,1
5033,927,247,424,38679,373194,2,5,6,1
4960,1051,150,538,38944,373952,2,3,6,1
4869,995,216,480,38893,373965,1,3,8,0
4905,911,151,582,39440,373624,1,0,0,0
4866,938,225,614,38462,372768,1,2,2,0
4993,958,196,549,38471,373472,1,2,5,0
4898,1010,263,470,38676,372582,2,1,4,0
4895,976,145,538,38710,374182,2,2,3,1
4976,1005,204,538,38986,374176,2,5,7,0
4963,1025,272,602,38999,373705,0,2,5,0
5054,889,158,550,39103,374226,0,5,4,0
5005,938,153,447,38444,372521,1,3,0,1
4870,918,234,520,38264,373717,0,1,6,0
5035,965,220,439,38506,373217,2,1,6,1
4917,886,153,554,39067,373067,1,3,1,0
4932,1069,208,542,38673,373604,0,5,8,0
4869,890,245,518,38932,373383,0,1,5,1
4885,1015,277,418,38858,372905,2,1,6,1
5055,956,208,462,39317,373394,2,3,5,0
5047,1069,298,590,39182,372857,1,4,8,1
5056,929,304,416,38538,374311,1,0,6,1
4861,1032,286,546,38154,373652,0,2,3,1
4897,998,295,577,37829,372674,0,3,6,1
4963,918,208,435,39624,373578,0,0,7,1
5017,1019,226,584,38229,372681,0,1,2,1
4998,1000,272,529,37909,372583,1,1,4,1
4995,1066,237,417,39388,373159,1,4,3,1
4991,1060,249,498,38178,372723,2,4,1,0
5055,947,178,426,38569,373295,2,5,3,0
4915,1042,220,451,38537,373690,2,4,6,1
4958,884,290,546,39375,373062,2,0,1,0
4868,881,214,596,39481,372949,0,4,8,0
4876,1063,303,512,38409,373634,1,1,7,1
4876,988,246,424,38121,373292,1,3,6,0
5048,1024,272,438,39242,372751,0,4,0,0
4951,912,301,610,38426,374333,0,2,3,0
4979,972,123,582,39466,373164,1,3,7,1
4980,900,192,562,38661,372439,1,5,5,1
5000,990,220,599,38061,374220,0,1,0,1
5040,887,125,458,38913,373958,1,4,0,1
4917,1029,118,484,39480,373790,0,0,4,0
5001,953,237,476,37825,373047,1,1,0,1
5057,951,244,420,39237,373668,2,2,3,0
5039,1025,227,512,38171,372942,0,0,0,1
4929,968,222,439,38913,373533,0,1,3,1
4913,1004,236,544,39515,372590,2,3,5,1
4989,915,297,432,39523,372997,1,5,8,0
4944,939,199,463,39052,373530,1,1,3,0
5056,1037,175,433,39170,373089,2,3,6,0
5004,995,261,538,38375,373834,0,2,6,1
4897,895,284,586,38895,373077,0,1,0,1
4965,981,130,498,39650,373354,0,1,3,1
5046,970,287,506,39292,372958,0,5,2,0
4892,885,263,494,37941,373792,2,4,3,0
4869,956,242,531,37972,373599,1,3,1,1
4934,978,206,523,38475,373019,1,1,4,0
4909,1037,125,432,39115,373995,2,4,6,0
4927,1008,150,575,38548,372681,1,2,3,0
4938,900,273,505,38462,372758,2,2,8,0
5041,1043,193,445,39054,374288,1,2,7,1
4987,1045,214,538,39602,374191,2,3,8,1
4921,968,119,531,38732,372554,2,5,4,0
5056,937,134,515,37954,372990,0,1,2,1
4982,943,248,582,39081,374077,1,0,7,0
5001,1004,113,568,37949,372878,0,3,2,1
4955,909,169,560,39118,373543,0,4,0,0
4900,927,301,523,38156,372809,0,0,7,1
5047,1043,309,432,39621,373491,2,4,7,1
4985,962,120,584,39274,372567,2,4,3,1
4910,971,151,443,39404,373342,2,5,4,0
4914,954,243,541,38640,372756,1,5,2,1
4986,967,290,544,39724,373960,1,0,5,1
4903,943,134,553,38124,373768,0,1,2,0
5037,990,202,477,38454,374274,0,3,5,0
4872,999,233,580,39725,372758,0,4,1,0
5014,874,160,473,39636,374120,2,4,5,0
4974,874,276,484,38460,374204,0,2,7,1
5011,906,235,606,39491,372630,1,2,3,0
5020,911,137,497,37819,374009,1,3,8,0
4939,962,144,446,38044,372892,1,5,4,0
4892,1010,200,506,39091,373026,1,3,4,1
5051,922,140,452,37930,373342,1,1,4,1
4872,877,151,480,39250,373901,1,1,0,1
5004,934,224,434,38724,374088,0,2,5,0
4974,990,146,470,38184,374069,0,4,3,0
4919,908,199,423,38036,372709,0,0,7,0
5043,954,187,572,39418,373081,2,1,8,0
4921,890,268,557,38804,374225,0,2,7,1
4874,905,204,609,38032,372571,2,5,3,1
5033,1018,311,567,39513,373394,1,1,0,0
4923,997,167,544,37936,373281,2,5,7,1
4885,968,200,444,39394,373675,2,5,1,1
4977,904,239,436,39080,372555,0,3,0,0
4968,916,162,609,39579,373773,2,2,2,0
5001,902,275,510,38352,374255,2,2,6,1
5030,1001,143,509,39711,373881,0,5,4,0
5038,1053,271,449,38152,374315,1,4,5,0
4960,1055,247,471,38927,372452,2,1,7,0
4933,946,242,565,39437,374253,2,3,8,1
4966,870,132,474,38161,372952,1,1,4,1
4861,1029,242,494,39703,372448,1,0,4,1
4983,900,256,543,38161,373827,1,4,7,1
4903,875,260,615,39543,372578,2,0,6,0
5025,961,139,559,39032,372534,1,3,2,1
5053,875,273,598,39429,373866,0,3,1,1
4885,1060,309,422,38382,372880,0,3,4,1
4883,917,115,491,38122,373187,0,5,8,0
4970,1034,182,580,38833,373510,1,0,3,0
5033,964,190,551,39310,372506,1,3,6,0
5051,930,200,601,39350,374006,0,2,8,1
5046,1049,217,574,38373,373366,0,4,5,1
5001,1059,155,461,38998,373426,2,5,7,1
4963,1024,287,579,39047,373721,2,2,4,0
4940,931,220,428,39220,373951,2,0,4,0
5009,926,224,429,39502,373638,0,2,0,0
4994,977,258,431,38817,372938,1,3,4,0
4935,896,311,510,38531,372678,2,3,6,1
5058,1014,184,467,38144,373695,0,5,8,0
5027,1043,154,430,38755,372749,2,0,5,0
4992,1069,270,538,39097,373687,2,4,1,0
4908,984,239,462,39559,373635,2,2,6,0
4986,1046,142,487,39589,373571,0,3,2,0
4982,1034,297,462,38307,372585,2,5,8,1
5036,1051,195,530,39613,372825,1,3,5,0
4921,974,157,437,39266,373766,1,3,1,0
4888,1060,156,518,39160,372752,1,4,1,1
4931,945,158,585,38263,372998,2,4,5,0
5029,908,174,508,37958,374334,0,3,3,1
5042,986,300,592,39448,374387,1,3,1,0
4987,898,246,562,39427,374310,0,2,7,1
4960,1044,201,569,38123,373618,0,1,3,1
4980,1049,199,586,38193,374243,2,4,6,1
4990,925,174,499,37875,373274,1,0,1,0
4893,907,254,577,38396,373467,0,1,3,1
4995,887,139,487,38659,373625,1,0,5,1
4990,1042,255,461,39088,373118,1,1,8,1
5015,1005,300,499,37772,373838,1,0,0,1
4939,886,295,583,38533,373612,1,1,4,0
4897,898,125,421,37816,374140,0,5,6,0
4909,1012,161,551,38096,374326,2,4,8,0
4971,964,143,539,38307,373296,1,4,4,1
4959,1025,162,456,39432,374395,0,0,6,1
4936,1040,165,549,39571,373777,1,0,5,0
4957,929,253,575,39654,373865,0,1,4,1
4936,1058,256,477,37831,373583,2,4,5,0
5059,972,268,544,37790,374048,2,4,1,0
5041,961,229,525,39566,372632,0,5,1,0
4945,949,141,492,39677,372866,0,0,1,0
4874,902,152,569,39183,373276,1,3,4,1
4910,922,228,538,37919,373618,2,2,4,0
5038,959,148,471,38278,372487,0,4,2,1
5030,1023,226,463,39544,374193,1,3,2,1
4906,987,131,422,39355,373293,2,4,1,1
4946,991,188,533,38620,374235,0,5,1,0
5025,887,132,488,39480,373840,0,5,1,0
4866,945,256,475,38641,373007,2,3,0,0
5046,901,211,431,38285,372764,0,0,3,1
4976,906,297,487,38224,373781,1,5,0,1
4981,994,305,609,37850,373194,1,1,1,0
4916,1028,158,505,39437,374085,2,2,1,1
5050,908,290,426,38022,373842,0,4,5,0
5031,961,286,487,38924,374202,0,2,1,1
5020,961,122,437,38798,374065,2,4,6,0
5030,960,255,460,39512,372478,1,1,3,0
5016,1044,133,551,38464,374284,1,0,8,0
4903,1064,270,417,38414,374230,1,4,7,1
4930,907,154,552,37893,373375,0,3,3,0
5001,1066,138,450,39309,374015,0,2,1,1
4905,902,226,598,38028,372790,2,3,4,1
5004,992,212,484,38603,373678,0,3,2,0
4917,940,244,460,39038,374324,1,5,6,0
5033,989,294,569,39254,374142,1,5,3,1
4885,1009,222,595,38117,373643,2,5,8,1
4885,989,202,529,38424,372851,1,0,3,1
5043,968,191,464,38177,372874,0,0,4,0
4940,879,254,543,38119,373115,1,3,8,1
4924,1011,178,440,39042,373260,1,3,6,1
5039,962,304,486,39146,372566,0,5,6,1
4871,1006,238,442,38245,373928,1,1,6,0
4989,903,139,468,39317,373562,0,0,3,0
5012,958,169,490,39633,372815,2,2,3,0
4910,974,132,561,37955,373790,2,1,6,1
5030,933,278,444,38631,372708,2,2,2,0
4902,1041,153,563,38696,374231,1,3,1,1
4931,949,280,546,39189,373296,2,1,5,1
5047,971,174,454,39294,373514,1,0,4,1
4868,1059,236,431,38858,372997,0,3,8,0
4920,939,184,452,39420,372581,0,2,6,1
4957,902,276,610,39182,373117,2,0,7,0
4974,876,298,466,39511,372951,2,5,1,1
4967,887,229,461,38895,374003,1,3,5,1
5034,901,130,432,38615,372906,2,2,7,0
5034,993,233,417,39440,374090,0,4,1,0
4862,1019,237,442,39432,373944,2,1,0,1
4949,991,142,570,38762,374100,2,4,5,1
4970,1069,181,429,39454,373411,1,1,6,1
5046,958,207,451,38850,374219,1,4,2,1
4878,956,292,598,38366,372900,2,5,5,0
4919,880,253,485,38089,372698,2,5,4,0
4876,940,286,475,39482,372607,1,5,4,0
5029,966,213,520,39734,372988,0,2,1,0
4876,1056,226,442,38494,372579,0,0,3,0
4938,879,266,431,39149,372522,2,1,5,0
4905,999,230,600,39562,373134,2,4,4,1
4957,881,290,514,39623,373815,1,1,5,0
4985,913,200,470,38388,372677,0,3,0,1
4926,936,285,506,37775,372910,0,3,5,0
4952,1040,145,482,38184,374379,0,4,0,0
4898,1026,194,534,39082,374098,0,3,1,1
4893,994,168,469,38823,372692,2,4,8,0
5017,942,238,439,38945,373835,0,3,8,0
5009,939,116,584,38435,373482,2,1,5,0
4925,887,121,584,38435,373817,2,2,8,0
5021,900,173,585,38002,373789,0,0,3,1
4959,951,165,560,37914,373196,0,3,3,1
4938,985,266,531,39042,372535,1,5,7,0
5049,1044,158,533,39049,372669,1,4,8,1
4919,1012,196,545,38262,373987,2,0,4,1
4980,970,242,582,38451,373700,1,2,1,0
5017,1039,186,537,38648,373306,2,0,4,1
5002,1055,226,608,39258,373996,0,3,8,0
4946,970,204,563,39564,373536,1,4,1,0
5058,1008,157,461,37944,372580,2,2,6,1
4892,932,118,543,38034,373625,2,2,8,0
4899,947,278,582,38372,372711,0,3,7,1
4870,988,146,578,38804,372578,1,5,0,1
4981,1000,131,466,37911,374084,0,1,5,0
4875,980,229,583,39236,372948,0,1,2,1
4937,1046,307,483,37961,373770,2,5,4,1
4996,1008,177,465,39501,374190,1,3,1,1
5016,1026,149,572,38301,374139,1,5,6,1
4888,993,265,459,38571,373388,1,4,2,0
4859,892,170,422,38474,374103,2,2,7,0
5007,966,155,484,39404,372958,1,2,0,0
4953,955,180,430,37939,373305,1,5,8,0
5057,1067,208,556,39003,374159,0,5,3,1
4953,985,215,614,38682,373454,0,3,1,1
4871,893,130,597,38177,374083,2,4,5,1
4861,1017,120,522,39583,373794,0,3,8,0
4924,923,301,449,37831,374285,2,3,4,1
4992,919,299,481,37763,373079,0,3,2,1
4922,879,131,512,39368,373113,0,4,4,0
5009,933,304,557,37966,373438,0,0,7,0
5008,877,206,429,39025,374105,2,5,1,0
4911,907,174,455,37949,372569,1,1,7,1
4896,920,281,585,38001,373052,2,2,1,1
5046,925,142,506,39533,373405,0,5,8,0
5004,1066,262,592,38132,373562,0,3,4,1
5010,943,241,542,39426,372868,1,5,0,0
4921,896,114,573,39701,374354,0,1,1,0
5002,928,260,428,38007,372979,1,0,5,1
4911,1055,205,556,39193,372567,0,0,4,1
5054,958,122,486,38455,374345,0,4,5,1
4899,957,150,429,38995,372766,1,1,4,0
5046,879,214,479,39587,373529,2,3,6,1
5057,936,138,512,38953,373098,2,5,1,1
4889,870,168,573,38328,372754,2,4,4,1
4962,991,232,533,37878,372529,1,2,3,0
4920,951,140,428,38736,372981,2,3,3,1
5052,1030,257,534,38494,373829,0,5,6,1
4923,876,126,561,39595,372833,2,1,7,0
4932,1005,310,553,38097,373086,2,4,2,1
5011,919,292,552,39049,373620,1,5,1,1
4879,899,288,471,39290,373270,2,2,8,0
5043,1012,270,534,38937,372982,2,4,8,1
4886,922,251,565,39374,373711,2,2,6,1
5006,950,297,507,37992,372879,0,0,8,0
4899,971,312,438,39402,373382,1,0,3,1
5053,947,231,464,38786,373761,0,5,7,0
4964,974,268,442,38745,372701,0,4,2,0
5020,888,170,520,38672,373543,0,2,8,1
5055,971,164,528,38316,374055,1,5,7,1
4979,1014,183,492,38735,373117,1,1,1,1
5051,896,223,553,38996,373626,0,1,3,0
5044,1003,114,480,39046,372879,1,4,8,0
4927,1025,300,556,39580,372854,0,2,7,0
5001,958,169,506,39554,374246,1,4,7,0
4880,1001,272,518,39705,373866,0,1,2,0
5031,896,205,556,37752,373146,2,0,1,1
4898,1020,191,587,39089,374392,1,0,5,1
5031,916,145,472,38010,372968,0,1,7,1
4873,937,277,455,39219,372989,0,2,4,1
4883,938,244,419,37841,373410,0,4,8,0
4862,971,145,592,39600,372567,0,1,5,0
4891,990,251,530,38736,372541,2,4,3,1
4886,961,183,504,38710,372940,0,4,5,1
5046,1053,254,490,37980,372763,2,5,3,0
5045,988,227,438,38636,372742,2,1,2,1
4879,1003,155,606,38549,373626,1,2,6,0
4939,1051,176,607,38967,372734,2,4,3,0
4905,880,121,506,38593,372504,0,5,4,1
4943,1061,226,539,39347,374293,2,0,7,0
4992,1000,129,574,39414,374157,0,5,8,1
4895,1028,197,548,39091,373984,0,1,4,1
4995,1014,236,496,39123,373771,2,2,0,0
4864,939,238,598,39056,373661,1,4,3,1
4998,982,176,496,39572,373026,2,5,5,0
4983,896,181,442,38606,373063,1,2,2,0
5030,872,156,437,39357,373173,1,2,6,1
4993,900,155,455,39027,373931,0,4,4,0
5015,918,136,611,38002,372607,2,2,5,1
4862,1047,130,461,37852,373959,1,4,1,0
4867,1052,139,582,38396,373620,1,4,0,1
4873,1036,128,569,38608,374033,0,3,1,0
4906,1008,259,478,39657,372646,2,2,8,1
4875,880,169,593,38682,374009,1,5,8,1
5011,922,216,420,39059,373095,0,0,3,1
4942,887,213,443,39565,372565,1,0,6,0
4865,928,184,462,39200,373986,0,0,8,0
4871,1066,124,500,39730,372856,2,1,6,1
4861,1031,233,501,38662,373523,1,5,3,0
5048,875,169,558,39138,373095,0,0,7,0
5056,1044,215,541,37771,373733,2,5,5,0
4882,1015,205,580,39403,373004,0,3,7,0
4981,898,258,526,38791,373812,1,2,6,1
5032,915,249,611,38988,374372,1,2,1,0
4860,904,215,531,37802,373948,0,1,8,1
4983,894,178,491,39096,374051,1,3,4,0
4947,1026,214,563,38052,373186,1,5,4,1
4919,875,268,604,38675,374295,0,3,2,0
5034,1070,278,495,38934,374225,2,1,4,0
5027,1061,184,552,39688,372661,1,0,5,1
5011,1001,208,557,38828,373187,1,1,5,0
4972,902,215,460,39647,373177,1,3,3,1
4900,878,202,426,39130,372573,2,1,6,1
5039,988,171,567,39214,373463,2,2,3,1
5029,889,209,526,38260,373644,1,0,7,1
4994,910,135,424,38689,373464,2,4,1,1
4982,953,184,574,38473,372462,1,1,7,0
4960,947,292,494,39459,373677,2,1,8,1
4950,1007,289,558,38543,373340,1,5,1,0
4874,946,149,589,37916,373356,1,0,3,0
4902,998,188,470,38700,372597,1,0,5,1
4890,933,164,502,38002,374233,2,2,5,1
4942,1001,270,462,38256,374333,0,4,5,1
4881,1021,312,490,39279,372712,1,2,3,1
4909,896,172,615,39203,372547,0,0,3,1
4875,1033,153,449,38313,374293,0,4,7,0
5044,1054,161,600,38092,373143,1,0,6,1
4958,876,240,469,38310,373778,2,2,4,0
4915,931,191,426,39421,373657,1,0,1,0
4884,966,258,526,38541,373253,1,3,4,1
4947,1032,142,565,38521,373794,1,3,6,1
4931,955,287,474,38523,373922,2,2,4,1
5022,945,292,595,39281,373532,1,1,0,1
4914,1062,127,466,39030,373593,2,2,4,0
5015,938,295,456,38797,373141,2,3,2,1
4961,916,128,448,38148,374180,1,0,4,0
5054,1065,134,486,38280,373128,2,2,0,1
5032,1019,261,467,38840,372809,0,5,4,0
5048,1003,209,511,38092,373291,1,2,4,1
4863,890,289,498,38130,373896,2,4,6,1
5047,901,184,586,38722,372429,2,2,2,0
4994,896,178,551,38678,373350,0,4,8,0
4922,988,148,551,38207,374256,1,2,3,0
4875,989,132,468,39422,374214,2,0,5,1
4975,1039,303,426,37823,373656,1,5,7,1
4988,1026,278,606,37981,372788,0,4,1,1
5013,901,232,535,38087,374270,2,0,8,1
5037,996,244,597,39192,373849,2,2,6,1
4969,876,248,441,38525,373941,0,2,2,1
4887,1030,225,500,37858,372997,2,3,0,0
4896,986,211,463,38503,372619,2,3,1,0
4934,1044,178,581,38130,373468,0,0,7,0
4989,1065,115,498,39034,372937,2,0,8,1
4967,875,227,590,39109,373151,2,3,6,0
4929,974,201,585,39481,373207,2,5,4,0
4975,920,135,607,38580,373337,0,1,1,0
4947,961,292,594,38053,372465,0,4,8,1
4980,876,169,602,38598,373453,2,4,7,0
5046,1070,205,538,37927,373409,0,1,7,0
5056,932,210,509,38417,373638,2,0,2,0
4968,1021,115,516,39691,372805,1,1,2,0
4875,1070,152,608,38113,373310,1,2,3,1
4941,1061,165,511,38489,373788,0,1,7,1
4870,935,287,598,39549,372668,2,2,8,0
4977,879,216,553,38993,374362,1,5,0,1
4962,1044,238,446,38130,373684,1,3,2,0
4986,938,116,437,39462,374137,2,2,5,1
4967,1013,213,516,39673,373106,1,1,1,1
4899,903,283,435,38524,373339,1,4,2,0
4899,896,152,510,38802,373736,2,4,5,1
4872,978,159,493,39732,372648,1,1,6,0
5029,916,295,536,38185,372929,1,4,5,0
4983,1046,150,446,38895,373853,2,0,5,1
5024,997,232,434,38095,373240,1,5,7,0
4868,1060,287,417,38024,372538,2,0,1,0
5029,982,148,492,37809,373696,0,3,0,1
4955,873,251,456,38335,374158,1,5,6,1
4908,935,198,515,39507,373078,0,3,2,0
4916,1035,114,560,39511,373709,1,1,0,0
4968,944,247,429,38069,373763,0,1,4,1
5051,1050,244,423,39006,373872,0,0,3,1
5044,896,193,471,38538,373557,2,3,7,1
5059,886,195,496,39605,373142,0,2,3,1
4897,916,130,438,39155,374224,2,1,2,1
4926,1023,260,445,38958,373008,1,3,6,0
5053,995,122,564,38676,374219,1,3,2,1
5044,935,246,577,38535,374219,1,1,2,1
5001,972,184,499,39720,373738,2,1,3,1
5017,972,114,541,39249,374230,2,5,8,1
4931,1017,287,600,38581,374278,0,0,2,0
