edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
47,admin.,married,university.degree,6,no,no,no,0,0,3,telephone,jun,mon,121,0,0,1653,0
40,blue-collar,married,preschool,1,no,yes,no,318541,0,1,cellular,nov,thu,377,57,0,1176,0
58,blue-collar,married,Technological_school,6,no,yes,no,441457,0,1,telephone,jun,tue,183,82,0,500,0
40,admin.,single,Technological_school,0,no,yes,no,430621,0,2,cellular,may,mon,24,87,0,1808,0
58,retired,married,preschool,8,unknown,yes,no,303777,0,5,telephone,jun,tue,137,88,0,1888,0
31,admin.,single,university.degree,6,no,yes,no,228507,0,0,cellular,nov,tue,168,85,0,1221,0
30,admin.,single,university.degree,3,no,no,no,0,0,3,cellular,aug,mon,135,0,0,807,0
57,retired,unknown,preschool,2,no,yes,no,232271,0,5,telephone,may,thu,171,78,0,36,0
48,management,married,Technological_school,5,no,yes,no,14229,0,3,cellular,jul,tue,22,84,0,1470,0
56,admin.,married,tecnical_school,4,unknown,no,yes,489944,0,4,cellular,aug,thu,59,24,0,1224,0
53,blue-collar,married,professional.course,3,no,no,yes,354877,0,1,cellular,may,mon,28,5,0,1602,0
34,admin.,single,Technological_school,7,no,no,no,0,0,2,telephone,jun,fri,267,0,0,1542,0
31,admin.,single,university.degree,2,no,yes,no,247539,0,3,cellular,aug,wed,94,20,0,1680,0
58,housemaid,married,Technological_school,0,unknown,unknown,unknown,0,0,0,telephone,jun,fri,153,0,0,1816,0
44,technician,single,Technological_school,0,no,no,no,0,0,2,telephone,may,thu,216,0,0,1403,0
41,services,single,Technological_school,1,unknown,yes,no,329877,0,3,cellular,may,mon,63,70,0,1490,0
58,blue-collar,married,preschool,5,unknown,yes,yes,257197,0,4,cellular,may,wed,173,35,0,1774,0
54,technician,married,Technological_school,7,unknown,yes,yes,188845,0,5,telephone,jul,thu,193,50,0,1388,0
25,admin.,single,Technological_school,1,no,no,no,0,0,0,cellular,jun,mon,95,0,0,908,0
47,management,divorced,university.degree,5,no,yes,no,60129,0,2,cellular,nov,mon,131,75,0,631,0
35,blue-collar,married,preschool,4,no,no,no,0,0,0,telephone,jun,fri,183,0,0,1446,0
34,management,married,university.degree,6,no,yes,no,369818,0,1,telephone,jun,thu,111,34,0,412,0
34,blue-collar,married,tecnical_school,5,no,no,no,0,0,2,telephone,may,wed,606,0,0,707,0
44,blue-collar,married,preschool,7,no,unknown,unknown,0,0,2,cellular,apr,mon,308,0,1,1914,0
42,admin.,divorced,university.degree,8,no,no,yes,198105,0,2,telephone,jul,thu,46,45,0,1907,0
38,blue-collar,married,preschool,7,unknown,no,no,0,0,5,telephone,jun,fri,174,0,0,195,0
35,blue-collar,married,primary_school,2,unknown,yes,no,264534,0,2,telephone,may,tue,389,84,0,1338,0
27,blue-collar,married,university.degree,0,no,no,yes,233147,0,4,cellular,may,wed,131,34,0,1855,0
41,admin.,divorced,Technological_school,3,no,no,no,0,0,5,telephone,may,tue,293,0,0,175,0
30,technician,married,university.degree,6,no,no,yes,245151,0,3,cellular,aug,wed,58,56,0,195,0
50,blue-collar,married,tecnical_school,8,no,no,no,0,0,1,telephone,jun,tue,128,0,0,1647,0
42,services,married,professional.course,6,no,yes,yes,219064,0,5,cellular,nov,wed,120,26,0,876,0
53,technician,divorced,university.degree,5,no,yes,no,236573,0,1,telephone,may,wed,352,33,0,1840,0
35,technician,single,Technological_school,4,unknown,yes,yes,268108,0,4,cellular,aug,fri,107,75,0,1690,0
68,retired,divorced,Technological_school,7,no,yes,no,136350,0,3,cellular,oct,mon,130,2,2,612,0
36,admin.,married,Technological_school,0,no,yes,no,361018,0,2,cellular,nov,tue,94,76,0,433,0
29,technician,single,Technological_school,2,unknown,yes,no,329856,0,1,cellular,may,thu,410,70,0,1548,0
33,technician,married,professional.course,1,no,no,no,0,0,0,telephone,may,fri,395,0,0,1242,0
31,technician,single,university.degree,6,no,no,no,0,0,5,cellular,nov,tue,259,0,1,1601,0
30,services,single,Technological_school,4,no,yes,no,217743,0,5,cellular,may,mon,213,19,1,284,0
40,technician,divorced,professional.course,6,no,unknown,unknown,0,0,4,cellular,aug,tue,69,0,0,1139,0
72,retired,married,tecnical_school,5,unknown,yes,no,324370,0,3,cellular,nov,fri,96,66,0,928,0
29,student,single,university.degree,3,no,yes,no,16355,0,1,cellular,jul,thu,489,13,0,1080,0
31,admin.,single,university.degree,7,no,no,no,0,0,5,cellular,apr,mon,164,0,0,1603,0
58,retired,divorced,Technological_school,0,no,no,no,0,0,1,cellular,aug,thu,398,0,1,1858,1
51,technician,married,professional.course,1,unknown,yes,no,245109,0,0,telephone,jun,fri,119,78,0,1827,0
45,unknown,married,unknown,6,unknown,no,no,0,0,3,telephone,may,wed,17,0,0,1084,0
43,blue-collar,married,preschool,2,no,yes,no,295302,0,4,telephone,may,thu,609,34,0,1015,0
39,admin.,married,university.degree,7,no,no,no,0,0,5,telephone,jun,mon,69,0,0,289,0
50,technician,married,Technological_school,6,no,yes,no,310070,0,1,telephone,nov,thu,75,54,1,1457,0
36,unemployed,married,unknown,0,unknown,no,no,0,0,4,cellular,sep,wed,344,0,1,915,1
32,admin.,divorced,university.degree,6,no,no,no,0,0,0,cellular,aug,tue,225,0,0,1716,0
34,admin.,married,Technological_school,5,no,yes,yes,58929,0,2,telephone,may,thu,186,23,0,1664,0
35,technician,married,professional.course,1,no,yes,no,339316,0,5,telephone,may,wed,67,72,1,1185,0
41,blue-collar,single,primary_school,2,unknown,yes,no,136464,0,0,cellular,may,fri,140,85,0,1345,0
46,technician,married,professional.course,3,no,no,no,0,0,3,telephone,may,mon,290,0,0,1305,0
59,admin.,married,Technological_school,0,no,yes,no,460297,0,1,cellular,jul,wed,286,45,0,84,0
41,services,married,Technological_school,4,unknown,yes,no,98088,0,4,telephone,may,tue,171,50,0,589,0
52,entrepreneur,married,preschool,3,no,no,no,0,0,1,cellular,nov,tue,173,0,0,1305,0
45,services,married,Technological_school,2,unknown,yes,no,112582,0,4,cellular,may,fri,250,72,0,1796,0
34,technician,divorced,unknown,0,no,yes,no,305049,0,0,telephone,jul,thu,190,17,0,1715,0
35,management,married,university.degree,6,no,unknown,unknown,0,0,1,cellular,aug,wed,233,0,0,1686,0
33,technician,married,university.degree,2,no,yes,no,388075,0,2,cellular,jul,thu,258,20,0,568,0
43,unemployed,married,university.degree,4,unknown,yes,no,442646,0,1,telephone,may,tue,424,65,0,833,0
39,admin.,married,university.degree,2,no,no,no,0,0,3,cellular,apr,wed,94,0,0,571,1
59,unemployed,married,professional.course,7,no,yes,no,277833,0,3,cellular,aug,fri,378,67,1,503,0
43,technician,divorced,professional.course,6,no,yes,no,469237,0,5,cellular,jul,thu,87,85,0,602,0
53,admin.,married,tecnical_school,2,no,no,no,0,0,4,telephone,may,mon,189,0,0,710,0
36,admin.,single,university.degree,2,no,yes,yes,364119,0,2,telephone,jul,thu,18,23,0,648,0
46,entrepreneur,married,university.degree,8,unknown,no,no,0,0,5,telephone,may,wed,433,0,0,316,0
37,blue-collar,married,preschool,3,no,yes,no,313245,0,2,telephone,jun,wed,140,57,0,1043,0
41,admin.,divorced,university.degree,3,no,no,no,0,0,4,telephone,nov,thu,233,0,1,293,0
43,management,married,Technological_school,1,no,yes,no,345908,0,3,telephone,jun,tue,583,4,0,141,0
43,blue-collar,divorced,tecnical_school,4,no,no,no,0,0,1,cellular,jul,tue,108,0,0,754,0
31,admin.,single,university.degree,3,no,yes,no,179852,0,3,telephone,oct,tue,125,45,0,918,1
29,admin.,married,university.degree,5,no,no,no,0,0,5,cellular,aug,thu,108,0,0,1881,0
43,management,married,university.degree,5,unknown,yes,yes,241273,0,2,cellular,jul,mon,746,66,0,805,0
40,blue-collar,married,unknown,6,no,no,no,0,0,5,telephone,jun,thu,100,0,0,1990,0
52,management,married,professional.course,0,no,no,no,0,0,3,cellular,jul,wed,222,0,0,555,0
45,unemployed,married,university.degree,2,no,no,no,0,0,1,telephone,may,fri,191,0,0,1259,0
35,services,married,Technological_school,7,no,no,no,0,0,4,cellular,apr,fri,280,0,1,1641,0
47,technician,single,professional.course,2,no,yes,no,358889,0,4,cellular,jul,mon,365,89,0,112,1
44,technician,married,professional.course,1,unknown,no,no,0,0,3,telephone,may,fri,119,0,0,397,0
31,services,single,Technological_school,5,no,yes,no,488230,0,3,telephone,jun,wed,89,63,0,1879,0
48,blue-collar,married,preschool,2,no,yes,no,265165,0,3,telephone,jun,fri,493,34,0,1541,0
57,admin.,married,university.degree,8,unknown,no,no,0,0,1,cellular,jul,wed,35,0,0,1156,0
44,blue-collar,divorced,tecnical_school,8,no,no,no,0,0,0,telephone,jul,wed,161,0,0,993,0
48,blue-collar,married,tecnical_school,5,no,yes,no,319108,0,1,telephone,may,mon,529,72,0,1699,0
28,admin.,single,university.degree,1,no,no,no,0,0,0,cellular,may,mon,192,0,1,959,0
58,housemaid,married,preschool,3,unknown,yes,no,194276,0,0,cellular,aug,mon,328,6,0,1718,0
28,blue-collar,married,professional.course,6,unknown,yes,no,387140,0,5,cellular,may,wed,573,85,1,1830,0
45,technician,married,university.degree,2,no,no,no,0,0,2,cellular,nov,wed,221,0,1,987,0
54,admin.,married,university.degree,4,no,no,no,0,0,3,cellular,jun,wed,77,0,0,1252,0
54,management,single,tecnical_school,5,no,yes,no,410735,0,1,telephone,may,mon,224,38,0,1451,0
38,technician,single,professional.course,5,no,yes,no,98634,0,0,cellular,jul,thu,72,4,0,1594,0
47,admin.,married,professional.course,7,no,no,no,0,0,3,cellular,jul,thu,458,0,0,1923,0
24,blue-collar,single,tecnical_school,7,no,no,no,0,0,2,telephone,may,fri,7,0,1,215,0
39,management,married,university.degree,3,no,yes,no,237172,0,5,telephone,jun,mon,23,13,0,1430,0
51,entrepreneur,married,professional.course,0,unknown,no,no,0,0,4,cellular,may,mon,256,0,0,1062,0
39,admin.,married,university.degree,1,no,yes,yes,25632,0,4,cellular,jul,thu,604,11,0,994,0
31,technician,single,university.degree,8,no,no,no,0,0,3,cellular,may,mon,629,0,1,375,1
47,services,divorced,Technological_school,4,no,yes,no,238660,0,0,cellular,may,mon,953,51,0,505,0
39,admin.,single,Technological_school,3,no,no,no,0,0,2,telephone,jun,thu,290,0,0,731,0
33,technician,single,Technological_school,0,no,no,no,0,0,3,cellular,apr,fri,124,0,0,5,0
55,management,married,preschool,1,no,yes,yes,445692,0,0,cellular,may,wed,1108,14,0,1707,0
29,technician,divorced,Technological_school,6,no,yes,no,398948,0,5,cellular,jul,wed,128,24,0,1015,0
45,unemployed,divorced,preschool,8,no,no,yes,496571,0,4,telephone,aug,wed,416,13,0,1601,0
30,technician,single,Technological_school,3,unknown,no,no,0,0,5,cellular,aug,mon,339,0,0,1016,0
37,technician,single,university.degree,5,no,yes,no,25253,0,4,cellular,aug,thu,210,14,0,898,0
53,admin.,married,professional.course,8,no,yes,no,368784,0,4,cellular,apr,mon,476,87,0,1127,0
59,self-employed,married,university.degree,5,no,no,no,0,0,1,cellular,may,tue,137,0,0,1921,0
39,admin.,married,university.degree,0,no,yes,no,306666,0,2,cellular,may,fri,894,86,1,336,0
34,admin.,married,university.degree,0,no,no,no,0,0,3,cellular,nov,wed,134,0,3,876,0
41,technician,single,Technological_school,2,no,yes,no,69612,0,0,telephone,aug,wed,9,22,0,1545,0
31,unemployed,single,Technological_school,4,no,no,no,0,0,3,cellular,may,thu,339,0,0,1988,0
50,unemployed,married,Technological_school,4,no,no,no,0,0,0,cellular,nov,thu,808,0,0,1535,0
50,services,single,preschool,0,no,yes,no,478649,0,3,telephone,may,tue,98,30,0,838,0
28,blue-collar,married,preschool,2,no,no,no,0,0,0,cellular,may,mon,505,0,0,1316,0
42,admin.,married,Technological_school,0,unknown,yes,no,72529,0,0,cellular,jul,mon,288,15,0,1201,0
32,blue-collar,married,preschool,0,no,no,no,0,0,3,telephone,may,fri,201,0,0,445,0
47,technician,married,professional.course,1,no,yes,no,473373,0,2,cellular,aug,wed,58,3,0,18,0
39,blue-collar,married,tecnical_school,7,no,yes,no,380493,0,5,cellular,sep,fri,293,36,1,927,1
32,admin.,married,Technological_school,5,no,yes,no,202137,0,4,telephone,nov,thu,60,53,0,338,0
30,technician,single,professional.course,2,no,yes,no,282209,0,3,telephone,may,wed,343,55,0,95,0
30,services,married,Technological_school,8,no,no,no,0,0,4,cellular,nov,tue,200,0,1,1739,0
50,blue-collar,married,preschool,1,no,yes,yes,107519,0,1,cellular,may,mon,197,89,0,1158,0
56,admin.,married,university.degree,1,no,yes,yes,483105,0,3,cellular,jul,fri,383,42,0,903,0
43,blue-collar,married,primary_school,6,unknown,yes,no,425445,0,2,cellular,apr,mon,353,82,0,1769,0
33,self-employed,married,tecnical_school,4,unknown,yes,no,207176,0,0,cellular,jul,thu,209,48,0,990,0
32,management,married,university.degree,7,no,no,no,0,0,1,cellular,nov,fri,8,0,0,1778,0
34,technician,married,professional.course,0,no,yes,yes,398899,0,2,telephone,may,fri,224,44,0,1429,0
33,management,single,university.degree,8,no,no,no,0,0,3,telephone,may,fri,136,0,0,85,0
41,unemployed,married,tecnical_school,1,no,yes,no,134129,0,1,cellular,apr,mon,272,48,0,1832,0
58,blue-collar,married,primary_school,8,unknown,yes,no,403525,0,3,cellular,jul,thu,306,87,0,1634,0
35,services,married,Technological_school,7,unknown,no,no,0,0,5,telephone,may,thu,267,0,0,298,0
57,blue-collar,married,Technological_school,1,unknown,no,no,0,0,0,cellular,jul,fri,558,0,0,297,1
36,admin.,married,Technological_school,1,no,no,no,0,0,4,telephone,may,mon,211,0,0,1910,0
50,blue-collar,married,tecnical_school,0,unknown,no,no,0,0,5,telephone,may,mon,463,0,0,688,0
48,blue-collar,married,tecnical_school,3,no,yes,no,273966,0,1,telephone,jun,wed,103,88,0,1440,0
31,admin.,married,Technological_school,7,no,yes,yes,319468,0,3,cellular,may,mon,12,11,0,1866,0
32,admin.,single,tecnical_school,7,no,yes,no,321100,0,5,cellular,jul,thu,77,54,0,72,0
51,blue-collar,married,tecnical_school,7,unknown,no,no,0,0,4,telephone,may,fri,204,0,0,746,0
39,admin.,married,university.degree,6,no,no,no,0,0,1,telephone,jun,mon,135,0,0,216,0
38,blue-collar,married,primary_school,1,unknown,no,no,0,0,1,telephone,jun,thu,71,0,0,670,0
40,blue-collar,married,preschool,3,unknown,no,no,0,0,0,telephone,may,thu,144,0,0,25,0
38,technician,married,university.degree,7,no,yes,no,145821,0,5,telephone,may,thu,770,65,0,1375,0
43,unemployed,divorced,tecnical_school,1,no,no,no,0,0,1,cellular,jul,mon,117,0,0,1565,0
49,entrepreneur,married,university.degree,0,no,no,no,0,0,3,cellular,jul,tue,114,0,0,494,0
44,technician,married,primary_school,5,unknown,yes,no,482662,0,0,telephone,jun,mon,160,53,0,1165,0
24,student,single,unknown,7,no,yes,yes,465187,0,5,telephone,sep,wed,663,9,1,713,0
39,admin.,single,Technological_school,5,no,yes,no,180344,0,0,cellular,oct,fri,132,62,0,1434,0
56,management,divorced,university.degree,8,unknown,no,no,0,0,5,cellular,jul,thu,245,0,0,748,0
48,admin.,divorced,university.degree,8,no,no,no,0,0,3,cellular,may,tue,53,0,0,805,0
44,entrepreneur,single,university.degree,8,no,yes,no,235676,0,3,cellular,may,fri,210,70,0,1863,0
33,admin.,single,professional.course,1,no,no,no,0,0,2,telephone,jun,thu,104,0,0,1500,0
23,student,single,Technological_school,8,no,yes,no,87801,0,3,cellular,aug,fri,136,85,3,787,0
30,admin.,married,university.degree,4,no,no,no,0,0,0,cellular,apr,wed,520,0,1,1752,0
55,blue-collar,divorced,preschool,3,unknown,yes,yes,490013,0,3,cellular,may,mon,163,47,1,743,0
64,admin.,married,Technological_school,2,no,yes,no,210399,0,1,cellular,oct,fri,427,20,1,173,1
37,unemployed,single,university.degree,4,no,no,no,0,0,1,cellular,jun,fri,249,0,0,637,0
44,technician,married,Technological_school,2,unknown,yes,no,394525,0,2,telephone,may,wed,139,85,0,1364,0
35,technician,married,professional.course,7,no,yes,yes,414860,0,4,telephone,may,tue,207,62,0,627,0
31,blue-collar,married,primary_school,4,no,yes,no,26338,0,3,cellular,jul,fri,119,19,0,814,0
79,retired,married,Technological_school,8,no,unknown,unknown,0,0,0,cellular,jun,tue,61,0,1,486,0
42,blue-collar,married,preschool,5,no,no,no,0,0,1,telephone,may,tue,256,0,0,1972,0
25,management,single,university.degree,1,no,yes,no,57524,0,5,cellular,may,mon,362,0,0,241,0
48,admin.,divorced,Technological_school,4,no,no,no,0,0,2,telephone,may,tue,62,0,0,925,0
36,admin.,married,university.degree,2,unknown,no,no,0,0,2,cellular,jul,thu,674,0,0,516,0
32,admin.,single,professional.course,3,no,yes,no,169699,0,4,telephone,may,mon,16,11,0,921,0
32,blue-collar,married,primary_school,5,no,no,no,0,0,1,telephone,jun,fri,642,0,0,409,1
34,admin.,married,Technological_school,0,no,yes,no,24741,0,1,cellular,jul,mon,38,62,0,462,0
34,technician,single,professional.course,8,no,no,no,0,0,4,cellular,aug,wed,211,0,0,1894,1
31,technician,married,professional.course,2,no,yes,no,288148,0,2,cellular,aug,thu,104,60,0,731,0
44,admin.,married,Technological_school,4,no,no,no,0,0,2,telephone,may,fri,465,0,0,1582,0
28,entrepreneur,single,professional.course,0,no,yes,no,355078,0,1,cellular,may,mon,240,12,0,1829,0
49,services,divorced,primary_school,4,unknown,no,no,0,0,3,telephone,jul,fri,744,0,0,1095,0
43,technician,married,unknown,4,unknown,yes,yes,181188,0,0,telephone,may,mon,325,61,0,222,0
47,management,divorced,university.degree,5,no,yes,yes,146800,0,2,telephone,jun,mon,83,33,0,698,0
32,technician,single,university.degree,5,no,yes,no,231445,0,2,cellular,aug,wed,158,87,0,1037,0
31,technician,single,professional.course,2,no,no,no,0,0,3,cellular,jul,thu,200,0,0,1534,0
34,admin.,married,university.degree,4,no,yes,no,496301,0,1,cellular,may,mon,186,60,1,1853,0
35,management,divorced,university.degree,2,no,no,no,0,0,3,cellular,dec,mon,473,0,1,573,1
42,entrepreneur,married,preschool,5,unknown,no,no,0,0,0,cellular,may,mon,120,0,1,603,0
42,technician,divorced,professional.course,2,no,yes,yes,291758,0,5,cellular,aug,tue,158,1,0,1770,0
34,admin.,single,university.degree,1,no,no,no,0,0,2,cellular,jul,tue,98,0,0,186,0
60,blue-collar,married,preschool,6,no,yes,no,66911,0,1,cellular,aug,thu,187,70,0,745,0
38,technician,married,university.degree,1,no,no,no,0,0,3,cellular,nov,thu,204,0,0,676,0
49,blue-collar,married,preschool,8,unknown,yes,yes,393851,0,4,telephone,may,fri,35,66,0,1503,0
44,services,divorced,Technological_school,3,no,yes,no,262205,0,0,cellular,jul,mon,158,45,0,843,0
43,technician,divorced,Technological_school,6,no,yes,yes,390103,0,4,cellular,jul,mon,200,60,0,462,0
37,technician,married,primary_school,3,no,yes,no,400623,0,0,telephone,jun,fri,27,69,0,870,0
32,entrepreneur,married,Technological_school,1,no,yes,no,212492,0,1,cellular,nov,thu,356,57,0,1032,0
33,technician,married,professional.course,2,no,no,no,0,0,2,cellular,may,mon,453,0,0,127,0
37,admin.,married,university.degree,2,no,yes,no,492851,0,1,cellular,jun,tue,80,72,1,1671,0
33,entrepreneur,married,university.degree,8,no,no,no,0,0,3,cellular,aug,wed,83,0,0,1092,0
60,admin.,divorced,Technological_school,5,no,yes,no,51987,0,0,cellular,jul,fri,144,7,0,474,0
44,self-employed,divorced,Technological_school,4,no,yes,no,96553,0,2,telephone,jun,fri,1041,78,0,140,0
48,admin.,married,university.degree,5,no,no,no,0,0,2,cellular,nov,fri,66,0,0,1059,0
41,admin.,single,Technological_school,0,no,yes,no,417905,0,1,cellular,may,fri,333,90,1,1805,0
25,technician,single,tecnical_school,5,no,yes,no,443464,0,1,cellular,jun,fri,103,88,0,1557,1
36,admin.,single,university.degree,4,unknown,yes,yes,167806,0,5,cellular,aug,mon,134,35,0,1111,0
34,admin.,married,university.degree,1,no,yes,no,278292,0,5,telephone,jun,fri,22,22,0,958,0
44,technician,married,university.degree,5,no,no,no,0,0,0,cellular,aug,thu,214,0,0,1244,0
43,technician,divorced,university.degree,8,no,yes,no,62158,0,4,cellular,nov,wed,342,25,0,520,0
31,admin.,married,professional.course,1,no,yes,yes,469420,0,4,cellular,may,thu,291,32,0,205,1
50,admin.,married,primary_school,0,no,no,no,0,0,2,telephone,may,fri,66,0,0,1124,0
32,admin.,married,university.degree,5,no,yes,no,383694,0,0,cellular,aug,fri,79,14,0,289,0
34,entrepreneur,married,preschool,8,no,yes,no,386018,0,0,telephone,jun,wed,250,29,0,370,0
35,admin.,divorced,university.degree,0,no,yes,no,383463,0,2,cellular,jul,tue,826,61,0,39,0
42,blue-collar,married,preschool,0,no,no,no,0,0,1,cellular,may,wed,151,0,0,1828,0
58,retired,married,professional.course,7,no,yes,no,293854,0,0,cellular,jul,fri,96,31,0,892,0
52,technician,divorced,Technological_school,7,no,yes,no,498737,0,3,cellular,aug,thu,101,90,0,1833,0
49,unemployed,married,university.degree,0,no,yes,yes,270911,0,0,telephone,may,thu,272,53,0,1064,0
41,technician,married,university.degree,1,no,yes,no,382743,0,5,cellular,aug,mon,101,43,0,237,0
40,management,married,unknown,1,no,no,no,0,0,3,telephone,may,fri,97,0,0,1982,0
31,admin.,single,Technological_school,5,no,yes,no,258099,0,5,telephone,dec,mon,36,30,0,926,0
24,admin.,married,unknown,4,no,yes,no,203297,0,2,cellular,jul,wed,165,67,0,383,0
37,blue-collar,married,tecnical_school,3,unknown,yes,yes,432836,0,1,telephone,jul,fri,31,46,0,1700,0
33,services,single,Technological_school,4,no,no,no,0,0,2,telephone,may,fri,326,0,0,1311,0
36,entrepreneur,married,tecnical_school,1,no,no,no,0,0,4,cellular,apr,fri,299,0,0,1675,0
33,admin.,married,university.degree,2,no,no,no,0,0,2,cellular,apr,wed,441,0,0,1663,1
39,admin.,married,university.degree,2,no,yes,no,381760,0,4,cellular,may,fri,45,26,0,145,0
29,admin.,married,university.degree,2,no,no,no,0,0,2,cellular,aug,mon,63,0,0,77,0
35,technician,married,Technological_school,0,no,unknown,unknown,0,0,3,cellular,aug,fri,61,0,0,459,0
53,admin.,single,professional.course,1,no,no,no,0,0,4,telephone,may,mon,179,0,0,624,0
38,admin.,married,university.degree,1,no,no,no,0,0,4,cellular,aug,wed,898,0,0,1727,0
48,blue-collar,married,tecnical_school,5,unknown,no,no,0,0,1,cellular,aug,wed,627,0,0,1325,1
33,technician,single,professional.course,4,no,yes,no,297318,0,2,cellular,may,tue,377,59,1,1926,0
33,services,married,Technological_school,1,no,yes,no,471014,0,2,cellular,may,fri,521,6,0,1831,0
51,services,divorced,preschool,0,unknown,yes,no,68324,0,5,telephone,may,thu,95,65,0,1969,0
40,blue-collar,married,unknown,3,unknown,yes,no,225033,0,5,telephone,jun,mon,69,12,0,1435,0
36,management,married,tecnical_school,5,no,no,no,0,0,2,cellular,may,wed,50,0,1,813,0
48,blue-collar,married,primary_school,7,no,yes,no,244839,0,0,cellular,may,tue,862,79,0,1644,1
47,entrepreneur,single,university.degree,2,unknown,yes,no,396256,0,5,telephone,jun,mon,42,85,0,922,0
50,admin.,married,Technological_school,5,unknown,yes,no,228006,0,3,telephone,may,fri,317,70,0,1619,0
36,student,single,tecnical_school,7,no,yes,no,26773,0,1,telephone,jun,tue,771,35,0,516,0
46,entrepreneur,divorced,Technological_school,4,no,yes,no,218555,0,5,cellular,nov,thu,88,84,0,1803,0
49,blue-collar,married,preschool,0,unknown,no,no,0,0,1,telephone,may,wed,432,0,0,1540,0
49,management,married,university.degree,7,no,yes,yes,284422,0,2,cellular,nov,mon,308,48,0,1556,0
57,retired,married,primary_school,1,no,no,no,0,0,5,cellular,may,tue,148,0,1,256,0
55,services,divorced,Technological_school,8,unknown,yes,yes,106512,0,4,cellular,jul,tue,47,66,0,493,0
27,management,single,university.degree,3,no,no,yes,16752,0,4,telephone,may,wed,413,79,0,1124,0
46,blue-collar,married,preschool,8,unknown,no,no,0,0,2,cellular,jul,tue,166,0,0,1435,0
44,blue-collar,single,tecnical_school,0,no,yes,no,123760,0,5,telephone,jul,tue,1127,79,0,180,1
45,admin.,single,Technological_school,3,unknown,unknown,unknown,0,0,5,cellular,may,tue,7,0,0,648,0
31,blue-collar,divorced,tecnical_school,0,unknown,yes,no,168109,0,4,cellular,jul,wed,336,73,0,175,0
51,blue-collar,married,preschool,8,unknown,no,no,0,0,2,telephone,may,mon,172,0,0,1246,0
49,management,married,university.degree,3,no,yes,no,437048,0,4,cellular,jul,mon,184,49,0,262,0
29,admin.,single,university.degree,8,no,yes,no,362781,0,4,cellular,jul,wed,156,44,0,1695,0
41,services,married,Technological_school,7,no,no,no,0,0,0,cellular,may,thu,116,0,1,658,0
58,housemaid,married,preschool,2,no,yes,no,107048,0,4,cellular,jul,wed,638,47,0,223,0
38,technician,single,professional.course,1,no,yes,no,451716,0,0,telephone,may,tue,94,86,0,20,0
43,technician,married,professional.course,2,no,yes,yes,49133,0,4,cellular,nov,thu,47,46,0,305,0
34,management,single,university.degree,0,no,no,yes,53230,0,4,cellular,may,wed,136,36,0,1922,0
31,admin.,single,university.degree,7,no,yes,no,370806,0,1,cellular,nov,tue,84,53,0,249,0
32,admin.,single,university.degree,3,no,yes,no,81746,0,3,cellular,aug,tue,96,42,0,599,0
44,management,married,tecnical_school,0,no,no,no,0,0,3,cellular,may,tue,296,0,0,1608,0
59,blue-collar,married,tecnical_school,4,no,no,no,0,0,4,cellular,apr,thu,332,0,1,838,0
45,entrepreneur,married,university.degree,8,unknown,no,no,0,0,2,telephone,jun,fri,13,0,0,725,0
43,admin.,married,university.degree,4,no,yes,no,261887,0,3,cellular,jun,tue,91,34,0,861,0
37,technician,single,university.degree,1,no,yes,no,62758,0,1,cellular,apr,mon,6,15,0,1818,0
36,blue-collar,single,tecnical_school,1,no,no,yes,312197,0,2,telephone,may,thu,465,53,0,1262,0
36,management,married,university.degree,6,no,no,no,0,0,1,cellular,nov,wed,226,0,0,1607,0
28,technician,single,professional.course,8,no,yes,no,173366,0,1,telephone,may,mon,296,2,1,1467,0
56,admin.,married,university.degree,6,no,no,no,0,0,1,cellular,aug,wed,552,0,0,339,1
47,admin.,married,Technological_school,5,no,no,no,0,0,2,telephone,may,fri,189,0,0,1491,0
48,admin.,single,university.degree,5,no,no,no,0,0,0,cellular,nov,tue,148,0,1,1892,0
42,management,single,university.degree,5,no,no,no,0,0,0,cellular,oct,mon,146,0,0,1842,1
32,admin.,divorced,Technological_school,1,no,yes,no,120811,0,4,cellular,jul,mon,422,28,0,810,0
35,admin.,married,Technological_school,4,unknown,no,no,0,0,0,telephone,jul,fri,189,0,0,1425,0
42,blue-collar,married,primary_school,8,unknown,no,no,0,0,5,telephone,may,fri,108,0,0,694,0
38,blue-collar,married,primary_school,8,unknown,no,yes,451215,0,2,telephone,jun,wed,82,20,0,1067,0
42,admin.,single,unknown,0,no,no,no,0,0,3,telephone,may,thu,633,0,0,351,0
40,unemployed,married,professional.course,1,no,yes,no,444115,0,1,cellular,sep,fri,155,65,0,452,0
41,technician,married,university.degree,7,no,unknown,unknown,0,0,2,telephone,jun,thu,131,0,0,941,0
59,retired,single,Technological_school,4,no,no,no,0,0,0,telephone,jun,tue,193,0,0,1466,0
46,admin.,divorced,university.degree,6,no,no,no,0,0,5,cellular,nov,thu,60,0,0,915,0
32,services,married,Technological_school,3,no,unknown,unknown,0,0,2,cellular,jun,tue,172,0,1,232,0
33,blue-collar,single,primary_school,2,unknown,no,no,0,0,1,cellular,may,wed,163,0,0,589,0
