user,location,tweet
saviola89,En cualquier lugar del mundo.,"Señor @LuisErnestoGL ¿qué tal si todos los comparendos que se le impongan a un miembro de la comunidad LGBTI, con f… https://t.co/ylkaNGgt7T"
cuervoji,Bogotá,"Comparto las observaciones de @malbarracin sobre la restricción de #PicoyGenero en Bogotá, no solo es problemática… https://t.co/dgdMmCv11s"
Aquisetrina,,¿Para cuándo un superhéroe con género no binario? #PicoyGenero
juanca908,,#PicoyGenero es una mierda
malbarracin,Bogotá,#PicoYGénero que empieza a regir en Bogotá es una medida que tiene problemas constitucionales tanto en su diseño co… https://t.co/m80vZCrARi
GustavoPerrito,Bogotá - Colombia,Cinco razones por las que las personas Trans estamos en riesgo con la medida #PicoYGénero impuesta por… https://t.co/geTSzD3jVs
compromisociu,Colombia,#Atención hoy empezó el #PicoYGénero de manera obligatoria en Bogotá. Así funcionará ⬇️ https://t.co/O81vQ0aBEB
tabertica,Un lugar de la Mancha...,#PicoYGeneroEs la excusa  perfecta para que todos salgan como pedro por su casa....   ¿y como se auto perciben hoy… https://t.co/1Fj74eKa4Q
uptcradio,"Tunja, Boyacá","Hoy comienza en la capital del país la aplicación del #PicoyGenero.
Alcaldesa de #Bogotá @ClaudiaLopez dijo qué qui… https://t.co/7ydPEy0zIA"
fabiangh02,,#cuidarnuestrosmedicoses que tengan las medidas necesarias para trabajar y que tengan una buena remuneración. Lo de… https://t.co/Htxy2LJzHL
Policia924FM,Colombia,"#AEstaHora desde avenida 1 de mayo con NQS, hablando del #PicoyGénero e invitando a la ciudadanía para que respeten… https://t.co/8tKnwU8hQB"
AndresFulgor,En el Ojo de la noticia.,Hoy estaríamos saliendo de la cuarentena pero como aqui en Colombia hay un cantidad de galafardos que no trabajan n… https://t.co/intrd3QNv6
elespectador,"Bogotá, Colombia","La Alcaldía de Bogotá expidió el decreto de #PicoYGénero. Los días pares podrán circular mujeres y los impares, hom… https://t.co/Kalgs70M0w"
Juankcelis,Bogotano Ciudadano del Mundo,#PicoYGeneroEs Después del 27 #PicoyGenero #FelizLunesDePascua #FelizLunes #BuenLunes #13Abril #CoronavirusColombia… https://t.co/IGR4MDoYj6
Albcarasquilla,Colombia Bogotá,Necesitamos otra reforma tributaria. #cuidarnuestrosmedicoses #FelizLunes #PicoyGenero https://t.co/b30dIeUBF1
LaudEstereo,Bogotá - Colombia,"#Encuesta ¿Cree que la medida de #PicoYGénero será útil para evitar el flujo de personas en las calles? 

Participe… https://t.co/0bWLCVOZWS"
helbush,"Bogotá, D.C., Colombia",El hecho que ahora en Bogota es el #PicoyGenero no es para que salgan en bandada hoy los hombres y mañana las mujer… https://t.co/sIptbZp4OY
apartadoaereo,"Bogotá, D.C., Colombia","Día uno de #PicoyGenero algunos en la fila no tienen Pipí, repito, NO tienen pipí. #QuedateEnCasa lpqtp https://t.co/bjbeOc6Rik"
esterhernandezc,ciudadana del cielo,"#Recuerda  hoy empieza la medida en #Bogotá de #PicoYGénero 👫

Días Impares 🏃‍♂️ 
Días Pares 🏃‍♀️

Esta medida apli… https://t.co/V1tRguYyZk"
Gerson_soler,Bogota,Buenos diasss🌄... No se le olvide a la machera que hoy sale!😂🤣 #coronavirus #PicoYGenero
davoelbravo,Con Colombia Siempre,"@santiagoangelp @lafm No, no es inteligente. Podría sacar a la calle al 50% de la población a diario. La Policía ig… https://t.co/MCqPiYQUFQ"
neggrita007, SOY COLOMBIA 🇨🇴,"Así de incongruente es la medida de esta administración.

Así como este dibujo explicativo 👇🏾

#PicoyGenero https://t.co/C2JFw9hGpG"
Andpedlli,"Cali, Colombia","@WRadioColombia No sólo violó la cuarentena sino que expuso a todos los que tuvieron contacto con él, además de su… https://t.co/gq4msSDZ7U"
OrgulloLGBT,Latinoamérica,Sres. @PoliciaBogota @PoliciaBolivar @PoliciaColombia DEN INSTRUCCIONES CLARAS no queremos ver casos de tortura fís… https://t.co/E55cKIMdDI
freddyaguilera_,"Bogotá, D.C., Colombia","La frase ""me salve por un pelo"" era bíblica 😱😱😱....  #pelitosanador en #PicoyGenero muchos bobis se harán los mks...."
LaMJMartinez,"Washington DC, Bogotá, Bmanga","#PicoyGenero pone la vida de las personas trans y no binarias en riesgo, y afianza los roles de género.

Esta medid… https://t.co/GKZ0B3lao6"
secredistmujer,"Bogotá, Colombia",Hoy inicia #PicoyGenero en @Bogota como medida adicional para prevenir y mitigar el contagio… https://t.co/5RaWYgh8Oy
JhonAlbarracinR,,@ELTIEMPO @ClaudiaLopez #PicoYGeneroEs  inútil mientras los policías sigan cantando y bailando el chuchuwa en conju… https://t.co/4NIUgWHalt
mauricioro2010,Bogotá - Colombia,"Feliz Semana, para todos recuerda #QuedateEnCasa protege a tús hijos, a tús padres y a todas las mujeres que están… https://t.co/OjKHt3FSoz"
judaspriest2015,Cali (Valle),"#PicoYGeneroEs
#ElPelitoSanador 
#cuidarnuestrosmedicoses
#Covid_19 
#PicoyGenero 
#FelizLunesDePascua 
#Felizlunes… https://t.co/40YcHaOHD0"
JhonAlbarracinR,,"@NoticiasRCN @JuanLozano_R Hay que ser muy desgraciado, corrupto y desalmado para ""tomar dinero prestado"" en estas… https://t.co/Fe04DMWAsv"
EroXiLuiS,,Para los fanáticos de las series... hoy comienza el primer episodio de la 2a temporada de la #CuarentenaObligatoria… https://t.co/WUReqA3uzk
ManuelQuimbayoV,"Bogotá, D.C., Colombia","✍🏼Título: Despertar capitalino. 📍Locación: Algún rincón de la ciudad. 
📸Fotografía: @ManuelQuimbayoV | Gracias… https://t.co/0OMPklpLK1"
mapirad,,"En vez de mendigar y sacudir los bolsillos de los paisas, porque no sacudir de contratos innecesarios en #Medellin… https://t.co/wM7ddGRcDU"
JhonAlbarracinR,,@NoticiasRCN @JuanLozano_R #PicoyGenero es inútil mientras los policías sigan cantando y bailando el chuchuwa en co… https://t.co/aemu4Md6QH
sedian2015,,"📢 IMPORTANTE ‼️‼️‼️
Recuerden que desde el día de hoy empieza el Pico &amp; Género en la ciudad de @Bogota
#PicoyGenero… https://t.co/QjmAhmhozs"
OrgulloLGBT,Latinoamérica,Sres. @PoliciaBogota @PoliciaBolivar importante que antes de sus labores e imponer sanciones por el #PicoyGenero re… https://t.co/MmNxGzO6nM
antetodoco,Colombia,"Hoy a las 6:00 pm,  estaremos con el Representante a la Cámara @jjUscategui y el Edil de la localidad de Usaquén… https://t.co/yBnMJhWZWi"
arqandresgcom,Ahi estoy !!!,@ANLA_Col @MinAmbienteCo @ricardolozanop @ComiQuintaCam @Molano_Camara @CesarOrtiZorro @JorgeLondonoU @SandraOrtizN… https://t.co/BoolSB1XyK
anerdquista,Colombia,"@ClaudiaLopez Y recuerden #PicoyGenero 
https://t.co/mjAmsP25DO https://t.co/BXk7R3RU5v"
Cavilante21,,@santiagoangelp @lafm No se cual es la mejor solución pero el gobierno peruano dice que fracasó y abandonaron #PicoyGenero
fontibonfm,Bogotá,#CuidarNuestrosMédicosEs salir responsablemente el día del #PicoyGenero en #Bogota #EstamosContigo… https://t.co/noUzryYL1L
OrgulloLGBT,Latinoamérica,Estamos en #CuarentenaObligatoria y por lo tanto la regla general ES NO SALIR y si excepcionalmente se debe salir p… https://t.co/m6CHIM2M1Z
XMaCoRePe__MaX,"Bogotá, Colombia,",en #cuarentena #PicoyGenero y pues empezando por su familia https://t.co/xui9WZNlCy
DmocraciaLight,Colombia,@JuanitaGoe @AGloJoven_co Como Representante por Bogotá. Qué opinión tienes sobre el #picoygénero. Población trans… https://t.co/VEq8O9SUU6
ocanchica,,"Y comenzamos una nueva semana, hoy inicia el #PicoyGenero en Bogotá, no es momento de ser indiferentes, es momento… https://t.co/0X8b1n6ylP"
SoyArepita,Venezuela,"#13Abr Noti #Arepita del #coronavirus en #Latinoamerica

🇨🇴 Desde hoy aplican #PicoyGenero en Bogotá (los hombres s… https://t.co/GOMYV9qY6S"
RedMasNoticias,Colombia,📺#EmisiónEspecial | ¿Cuál es el panorama en el transporte público este lunes 13 de abril con el inicio del… https://t.co/IP2HVEbaMZ
osea65,,"@WRadioColombia @lfzambranos No es efectivo el #PicoyGenero, porque expone innecesariamente a más población,con más… https://t.co/PjUyZMWZgg"
rcnradio,"Bogotá, Colombia","#PicoYGénero | La multa que pagarán quienes incumplan pico y género a partir de este lunes

https://t.co/M5CKehbXBs"
jehissson,"Bogotá, D.C., Colombia","A trabajar solo puedo ir día por medio?

#PicoyGenero"
RedMasNoticias,Colombia,📺#EmisiónEspecial | ¿Sabe de cuánto es la multa que deberá pagar si incumple el #PicoyGénero en Bogotá? 👇… https://t.co/VdEDq0ur47
anerdquista,Colombia,#PicoyGenero Recuerden hoy salen los hombres y les afines. https://t.co/cvS03C5rnT
osea65,,"@WRadioColombia @lfzambranos Nada de esa ridiculez de #PicoYgénero, el #PicoYcédula estaba muy bien y #Nayibe lo te… https://t.co/DCEITxMjaA"
AlexQ237,Colombia,@NoticiasRCN @LaCarinosa610AM @PachoAlerta #PicoyGenero es la forma de contagio más efectiva y todo gracias a la im… https://t.co/Vi31Ct8Wkt
lrgrivera,Bogotá,@NoticiasRCN @lafm @larepublica_co @LaCarinosa610AM #PicoyGenero los contratistas de obra puede  circular a partir… https://t.co/k6uSZAMvNw
Stellita66,"Bogotá, Colombia",@NoticiasRCN @lafm @larepublica_co @LaCarinosa610AM #PicoyGenero es una medisa estupida que va a dar más contagiado… https://t.co/WSDGK4GR4Y
RedMasNoticias,Colombia,"📺#EmisiónEspecial | En Soacha, Cundinamarca, regirá #PicoyGénero, #PicoYCédula y toque de queda para prevenir el co… https://t.co/uuUJCSn0JM"
Policia924FM,Colombia,"#AEstaHora le recordamos el #PicoyGénero en la Capital colombiana.
✅ Hombres día impar.
#YoMeQuedoEnCasa… https://t.co/Mh3Z1eYabt"
RedMasNoticias,Colombia,🗣#PreguntaDelDía | ¿Está de acuerdo con la medida de #PicoyGénero que empieza a regir este lunes 13 de abril en Bog… https://t.co/WRKQcjXkRW
hassanamid02,"Medellín, Colombia",¿Aviones misteriosos que nos fumigan en secreto? Los ‘chemtrails’ #SOSNiHeroesNiMartires #NoMasLey100  #valledupar… https://t.co/GDcB49iaeG
hassanamid02,"Medellín, Colombia",CHEMTRAILS - Nos están Fumigando? #SOSNiHeroesNiMartires #NoMasLey100  #valledupar #ElPelitoSanador… https://t.co/XUQFN4nzck
JUDAN_1020,,Más de uno en estos momentos en Bogotá por el #PicoyGenero https://t.co/6ztVuwvHUm
hassanamid02,"Medellín, Colombia","Financiaron para crear el químico llamado corona, que no es virus, es un químico que fumigan con aviones, esos que… https://t.co/9JdlQWQ4se"
hassanamid02,"Medellín, Colombia",Financiaron para crear el quimico llamado corona que no es virus es un quimico que fumigan con aviones esos que dej… https://t.co/968WMc0ylk
EricKrOcHs,Colombia,Después de mucho tiempo. Ayer ella acepto salir contigo.  #PicoyGenero 😷🤦‍♂️
Santialar5611,Nocheosfera ,"@_Luky__ @alcagirardota Jajaja Yo ya estoy más conformista, al menos no les dio por un #PicoyGenero"
LaRodriguez2020,Bogotá,"Soy una tonta por leer los comentarios debajo d esta imagen del #picoygenero. Es demasiado, todos son transfobicos… https://t.co/UFrQJ3rKkr"
Lina_Hurtado8,,"Excelente. La alcaldía de Bogotá ya sacó una Circular para el acatamiento del Decreto del #PicoYGénero.

🛑 IMPORTAN… https://t.co/UXPIyZaJsj"
CYPHERBASTALEK,,"Desde mañana aplica #picoygenero, la mujeres saldremos en día par, los hombres en día impar, los trans de acuerdo a… https://t.co/VIF94RG4M5"
isabellacr09,,"La medida del #PicoyGenero en Bogotá, lo único que busca es llevarle la contraria a el pico y cédula, ya es momento… https://t.co/ODSHDIZ4F2"
kilelerumba,Bogota,Así voy a estar mañana #CuarentenaExtendida #PicoyGenero https://t.co/GLa9j0pAfY
uliseshjkew,,Nojoda ahora si se jodio esta vaina pico y placa de genero en cartagena bilivar maldita sea alcalde no copie esas p… https://t.co/sWlKfXzOWC
Perdomoalaba,Cartagena  - Colombia,"2. La experiencia de #PicoYGénero en países como Perú y Panamá, ha resultado en transfobia exacerbada, múltiples ca… https://t.co/FpA6Kh1Eau"
hsuarezsanchez,"Bogotá, D.C., Colombia","Ojo #picoygenero #Bogota #mujeresencuarentena  ya viene la separación de #géneros, mucho éxito a todos y todas. https://t.co/XMWNmD27Xh"
fontibonfm,Bogotá,#SOSNiHeroesNiMartires Pero este lunes salen ellos #PIcoYGénero en #Bogotá Sólo quienes necesiten algo urgente… https://t.co/3YruB6ojDT
alemap8615,"Medellín, Colombia",@Matador000 #MeLaJuegoPorArias . Una pregunta seria: Según el #PicoYGenero de @ClaudiaLopez a este engendro ¿ que d… https://t.co/VwyEXIkyOM
fontibonfm,Bogotá,"Con Decreto 538,  este lunes, salen ellos muy juiciosos; claro, si es necesario #EstamosContigo… https://t.co/wVNnOiLGOA"
leoDaltonico,Bogota,Bueno... mañana me toca ir a la oficina... así que veré cómo se comportan con esto del #PicoyGenero #PicoyGeneroBogota
Srta_aji,,"Hoy salí a mercar y se suponía que era día para las mujeres y que va, habían más hombres (no dentro de las excepcio… https://t.co/NsWuvrgVMk"
arqandresgcom,Ahi estoy !!!,@ANLA_Col @MinAmbienteCo @ricardolozanop @ComiQuintaCam @Molano_Camara @CesarOrtiZorro @JorgeLondonoU @SandraOrtizN… https://t.co/UUB2wlZXp9
XMaCoRePe__MaX,"Bogotá, Colombia,",a los #NoBinarios lamentablemente va ese mensaje #PicoyGenero https://t.co/9FDk0f05F6
JPinedaMdz,Caribe,Durante el #PicoySexo en Bogotá ¿La policía me puede requisar? #CuarentenaPorLaVida #PicoyGenero https://t.co/odfZIONcVf
molano_mario,"Bogotá, D.C., Colombia","Aunque el #PicoyGenero es una medida imperfecta, creo que la situación es tan apremiante que requiere de medidas ex… https://t.co/lkNYcsRFsJ"
Sentiido,Colombia,Pilas: Cartagena acaba de decretar #PicoyGénero a partir del lunes 13 de abril. Importante señalar también en esta… https://t.co/H63YMUfjBq
JPinedaMdz,Caribe,En el #PicoySexo o #PicoyGenero para #Bogota la restricción por género No aplica si... #CuarentenaPorLaVida https://t.co/Ac4ZtP8kM1
Giamaria14,"Roma, Lazio / Bogota, Colombia",@RevistaSemana @ClaudiaLopez @AngelicaLozanoC . Y las madres cabeZa de familia que hacen de papá y mamá a la vez pu… https://t.co/0ArHwo9UGO
XMaCoRePe__MaX,"Bogotá, Colombia,",buenas noches a todos menos al secretario de gobierno #LuisErnestoGomez @LuisErnestoGL por sus horrendos chistes de… https://t.co/izF4Cuggi4
sabrinaedith21,Cartagena-Bogotá,#PicoyGenero  puedo salir mañana a una vuelta bancaria? No me queda claro!!
c4rl0sjimenez,"Bogotá, D.C., Colombia","@elespectador #PicoYGénero o lo que sea, me parece una #MalaDecisión. Hay muchos por ahí saliendo por salir. La cri… https://t.co/h2lZJwy3n1"
bustosalex,Bogota - Colombia,Excelente labor @AlcaldiadeMed Alcalde @QuinteroCalle a traves de #DonatonPorMedellin recogen recursos para los mas… https://t.co/mDDeUm56BR
elespectador,"Bogotá, Colombia",#PicoYGénero: la Policía debe respetar la identidad y expresión de género de las personas trans. Y para ello no pue… https://t.co/rkv4i1Mv5m
fabio_arcila,Bogota Locombia,Mañana pueden salir los hombres y las mujeres NO!! No sé que es lo que no entienden!! No creo que sea complicado!! #PicoyGenero
CucutaDenuncia,Cúcuta - Colombia,"#PicoYGénero #Bogotá #13Abr

El lunes #13Abr empieza a regir en Bogotá el Pico y Género

Las personas de género mas… https://t.co/wiIjhWk1Uf"
jjocampo_,Colombia,#MeCuentanQue respuestas sobre el #PicoyGenero que comenzará a aplicarse desde mañana en @Bogota ¿tiene más pregunt… https://t.co/g5cJcQUl3L
andreparrafo,Bogotá,@SectorMovilidad Con la restricción de género se busca aumentar en un 100% la violencia policial contra las persona… https://t.co/JlrjJR2sBy
JazminOlarteG,"Soacha, Colombia","#Soacha 
El alcalde @juancsaldarriag  establece nuevas medidas para evitar el contagio del #Covid19 entre ellas: 🔴… https://t.co/G6biXu0k3y"
andreparrafo,Bogotá,"@ClaudiaLopez creó #PicoyGenero en Bogotá y otras ciudades replican, sin consulta con organizaciones trans y con to… https://t.co/7uMt0RVNaB"
wcamiloleon,"Bogotá, DC, Colombia","&lt;3
Día par / Día impar
#PicoyGenero #LOL https://t.co/hMIdpvVc4W"
ESESOACHA,"Soacha, Cundinamarca",Tenga en cuenta el #PicoyGenero aplicado en #Soacha🇵🇱 desde mañana. https://t.co/DxcsXQjGRx
WillyRodri13,Bogotá,"¡ATENCIÓN SOACHA!

#PicoyCédula #PicoyGénero #ToqueDeQueda para el todo el municipio desde este lunes 13 de abril… https://t.co/2q3NkP1i1L"
Andres_Moreno54,Colombia/ Bogotá ,Y aún preguntan sinicamente por qué la medida #PicoyGenero es tan peligrosa... #LaPoliciaNoMeCuida https://t.co/AjbppnA0mF
noticiassincon1,,Alcalde de Soacha ordena toque de queda después de las 4 de la tarde en municipio y pico y género. Se contabilizan… https://t.co/GDvisSqVJB
Sentiido,Colombia,Guarda esta circular y tenla a mano en caso de que la necesites durante el #PicoyGenero. También recuerda estar en… https://t.co/LMxZWHCWGx
Sentiido,Colombia,Se trata de un llamado sobre el decreto 106 de 2020 más conocido como #PicoyGénero. https://t.co/sSgMRvDQOW
Sentiido,Colombia,PILAS: la Alcaldía de Bogotá acaba de emitir una Circular conjunta en la que llama expresamente a las autoridades a… https://t.co/nF0e1l0doj
AntonioLPuerta1,"Medellín, Colombia",Saludos #FamiliaUribista. Tengo una pequeña duda con  el #PicoyGenero de @ClaudiaLopez ; ya ella les aclaró a los b… https://t.co/ajdtIUs3rW
CesarBenavides1,Bogota ,"Me adhiero a esta muy interesante propuesta. 
#PicoYEstadoCivil 
#PicoyGenero https://t.co/mL4S6Xqehs"
RedLGBTIdeBoy,,"El #PicoyGénero pone en riesgo la vida de personas trans y no binarias 👎🏼

Garnet Gallego se tomó esta foto rechazá… https://t.co/L3grDO83Kw"
SectorMovilidad,"Bogotá, Colombia",@luisemaldona1 @ClaudiaLopez @IvanDuque ¡Hola! Durante la #CuarentenaPorLaVida NO hay pico y placa porque hay restr… https://t.co/IAB9gREu1I
margioval77,"Bogotá, D.C., Colombia",Increíble que algunos sectores LGBTI crean que la sociedad tiene que acomodarse a su visión de posar siempre como víctimas. #PicoyGenero
DenunciaYaCol,Colombia,@jflafaurie #Transparencia en el #PicoyGenero de #Bogota para el #CoronavirusEnColombia https://t.co/Ud58lAdeLR
Marovaan,Bogotá ,Así aplica el #PicoyGenero en #Bogotá https://t.co/vKt6h0tTC4
IluminacionMr,Colombia,Y las feminazis ya salieron a pelear porque los meses tienen 31 dias y ellas solo salen en el dia par.. #PicoyGenero
45SegundosCom,Colombia,"En @Bogota no se exigirá el documento de identificación como prueba de identidad de género, ya que esta no necesari… https://t.co/iiX3e2XgTw"
JaviW_,Bogota - Colombia,"Lunes 13 de abril comienza el #PicoyGénero. Hombres salen en cuarentena en días impares y mujeres en días pares.

¿… https://t.co/yEUMVT6O7n"
periodico_pauta,"Bogotá, D.C., Colombia","RECUERDEN ""PICO Y GÉNERO"" A PARTIR DEL 13 DE ABRIL  #picoygénero @claudialopezcl @ivanduquemarquez #covid2020… https://t.co/YCJRTogECl"
La_Hora_Soacha,,"#PicoyGenero en #Soacha, Nuevas medidas anunció @juancsaldarriag Informacíón completa aquí https://t.co/QYXCXuqimQ https://t.co/suHKUZU0YL"
TembloresOng,"Bogotá, D.C., Colombia",¿Como están compuestos los hogares de la ciudadanía bogotana? ¿Cómo están distribuidas las cargas del hogar entre g… https://t.co/EqfLRDe7qf
ruidiaz_ddhh,"Bogotá, Colombia",El error más grande que puede cometer @ClaudiaLopez es el #PicoyGenero en estos momentos el #Covid19Colombia está t… https://t.co/wmSV6ghGNX
elespectador,"Bogotá, Colombia",#LaDisidencia La Alcaldía de Bogotá dice que se respetará la identidad de género en el #PicoYGénero.  Pero si en co… https://t.co/ncURhOQacf
Mircoodawn,Bogotá Colombia,Lo cierto es que #PicoyGenero hay hombres con vagina y mujeres con pene.
caldebron,colombia,"#VIDEONUEVO #CALDEBRONNEWS ""NOS ALISTAMOS RAPPI PARA EL PICO Y GENERO"" https://t.co/Iw6ej0xn6d #rappi… https://t.co/lJXpQ90GAE"
PresstartC,,"#VIDEONUEVO #CALDEBRONNEWS ""NOS ALISTAMOS RAPPI PARA EL PICO Y GENERO"" https://t.co/t0AqN4SmHY #rappi… https://t.co/AGAd3s6pIl"
PresstartC,,"#VIDEONUEVO #CALDEBRONNEWS ""NOS ALISTAMOS RAPPI PARA EL PICO Y GENERO"" https://t.co/t0AqN4SmHY #rappi… https://t.co/L2BDBES8xa"
AlejoCaldebron,Colombia,"#VIDEONUEVO #CALDEBRONNEWS ""NOS ALISTAMOS RAPPI PARA EL PICO Y GENERO"" https://t.co/dBvcFdoN06 #rappi… https://t.co/vtgKzttWWX"
EdgdalyL,La Victoria ,"Por favor compartanlo, hoy salí a comprar agua y me pasó lo mismo que mi amiga,se que es una medida por rapidez de… https://t.co/L5u6L619Lo"
Policia924FM,Colombia,"A partir de mañana si necesita abastecerse o debe realizar diligencias bancarias y notariales, solo podrá hacerlo s… https://t.co/hTQj4WFCUt"
JohnJairoGonzar,"Bogotá, D.C., Colombia",Recuerda que mañana inicia Pico y género en Bogotá. 👇🏼#CuarentenaPorLaVida #PicoyGenero https://t.co/tbvUoKflZk
lincefelino,"Bogotá, D.C., Colombia",Cosas que pasan #FelizDomingo #CuarentenaPorLaVida #YoMeQuedoEnCasa #ayudanosconlacuota #PicoyGenero #PicoYCedula https://t.co/pzZj3tcz8G
redcomunitariat,"Barrio Santafé, Bogotá.","""El Gobierno de Perú dio marcha atrás al #PicoyGenero para hacer las compras básicas, después de que se registraran… https://t.co/iRo2i79BKp"
julian_ortegam_,Colombia,"El mismo libreto en Perú y en Colombia, 
igual que con el #PicoyGénero que ya fracasó allá.

A ver con qué excusa s… https://t.co/ywRwMYfIT2"
Chribas,Lima - Perú,Mientras acá en Perú se suspendió el #PicoYGenero en Bogotá se implementa desde mañana 🤷🏻‍♂️ Aún pienso que el erro… https://t.co/pe6gjg80yX
teusaquillo13,Calle 39B # 19-30,"#Atención recuerda que ahora en la ciudad para salir a la calle a hacer diligencias notariales, bancarias y para ha… https://t.co/tJYbSqkAIO"
cardenasjorgee,COLOMBIA PAPÁ!!!,"Debe ser que la fiesta sexual la organizaron en dia impar. Error de cálculo?🤔
#picoygenero https://t.co/PurKtTskKQ"
Dorimarrmz,"Bogotá, D.C., Colombia","Hombres impares
Mujeres pares
#PicoYGenero"
SectorMovilidad,"Bogotá, Colombia",@castrillonortiz @TransitoBta @BogotaTransito ¡Hola! Para vehículos particulares no hay pico y placa porque hay res… https://t.co/smx9O4IJgr
GuillermoCelyG,"Bogotá, D.C., Colombia","Opinión impopular:
En medio de una potencial crisis sanitaria y una pandemia global, en Bogotá el debate principal… https://t.co/q3dje8k7sA"
juancehenao29,En tus sueños🍷,@Marygarciamusic No ha comenzado y ya le hizo daño el #PicoyGenero
YinnaOrtizO,,Como Colectivo Viraje rechazamos cualquier medida que perpetúe la violencia hacia las personas trans y no binaries.… https://t.co/pIsGKROc8u
jmorax2004,"Florida, USA",Australianos disfrutando de la playa y manteniendo la distancia social y con prudencia. Menos mal no inventan pico… https://t.co/0em9twHVzK
angelloherre,"Medellín, Colombia",@ClaudiaLopez @Uniandes @SectorSalud Pero mientras no apliquen #PicoYCedula en lugar de #PicoyGenero van a requerir… https://t.co/f6ezise69S
idubogota,"Bogotá, Colombia",Este lunes 13 de abril Bogotá implementará el #PicoYGénero. Conozca acá toda la información acerca de las nuevas de… https://t.co/VolWY3XLVE
juancehenao29,En tus sueños🍷,#PicoYGénero Ya nos “mariquiaron” a la fuerza vea pues.
elespectador,"Bogotá, Colombia","La Alcaldía de Bogotá expidió el decreto de #PicoYGénero. Los días pares podrán circular mujeres y los impares, hom… https://t.co/5shxX32nLM"
betobarreto,,Las reglas para todos... #resurrección #picoygénero #domingosanto #semanasanta #pascua #bogotá #claudialópez… https://t.co/30JA9YJPXr
AquiestaLina,"Bogotá, D.C., Colombia","Los hombres en Bogotá, mañana 13 de abril. #PicoyGenero

Foto de @IrenaBuzarewicz https://t.co/OE7G9IOPjJ"
LAURAWEINS,Bogota ,"Amo su honestidad para asumir que no entiende. Como ella, la falta de conocimiento y ignorancia es con la que nos e… https://t.co/XEfvOuOgN6"
placebodelbo,BCN | Pacífico | Brutalism,"Fuera bromas, en este país de maltratadores, imagino la típica familia de todos echados esperando que la mujer vaya… https://t.co/DQQ0SJfNgh"
Adandrea06,Colombia ,"Que alguien me explique lo del pico y genero, porque ami me están mandado todos los días por el pan ! 
Me querrán d… https://t.co/yjBaMNHeq6"
Marfizu517,Bogota Colombia,#FelizSabado #felizsabadodegloria #CoronavirusColombia #Temblor #PicoyGenero Facundo Cabral QEPD nos animaba muchís… https://t.co/yFI5YtOMqI
Marfizu517,Bogota Colombia,haciendo mercado el marido el dia de pico y género https://t.co/2TyO34pjTb #FelizSabado #felizsabadodegloria… https://t.co/GZqBlPZJh9
DianaSamaniegoS,,"https://t.co/ilos4V5tq5 evitará aglomeraciones, ya que las mujeres siguen asumiendo los trabajos de cuidado, entre… https://t.co/x3YyNpZFn0"
DianaSamaniegoS,,3.Por esta medida han proliferado memes y “chistes” que reafirman estereotipos y prejuicios sobre personas trans  #PicoyGenero
DianaSamaniegoS,,"La medida #PicoyGenero resulta inconveniente por:
1.Expone al aumento de violencias a personas trans y no binarias… https://t.co/ebPYZMJfh3"
__lMarl__,"Bogotá, DC, Colombia","Empecemos a verlo aún más a partir de esta semana con el tal #PicoyGenero.
Allí donde la comunidad #Trans la reflej… https://t.co/M6GMlZ6tjq"
sietepolas,,"Nos tomamos un momento para explicar por qué el #PicoyGenero, además de ser una medida extremadamente violenta, tam… https://t.co/HSpHrPO286"
Andres_AJ1,,@AngelicaLozanoC es una persona más calmada y mediadora. Se que ha visto el resultado de otros países con la medida… https://t.co/ZFBEJSVl7J
Andres_AJ1,,La @PoliciaColombia no es garante de derechos de las personas trans. Con el decreto solo pone en riesgo a esta pobl… https://t.co/XEoPf4TzBX
ingchrisparra,,"@ALCtunjuelito @ChipaVerde @GobiernoBTA @LuisErnestoGL Señor alcalde, ahora como vamos a hacer mercado, con la medida de #PicoyGenero ???"
MissAlfonsina,,La medida #PicoyGenero empieza el 13 de abril en Bogotá y propicia un incremento d violencia en las calles. El hech… https://t.co/sLRNhDRS3G
LucieGarciaP,,Da escalofríos escuchar estas historias. No tiene ningún sentido esa estupidez del #PicoyGenero y no atiendo a nadi… https://t.co/PS6fhqUdGm
MorfasChrisN,Bogotá,Sobre el #PicoyGenero en Bogotá: Me fascina la posibilidad que los días pares podrían ofrecer a las mujeres los día… https://t.co/Pn1ZNbo9ya
SlayerJohan,,"Me llenó de furia el ver como @Colsubsidio_Ofi le restringió la entrega de medicamentos a una señora mayor,a su mam… https://t.co/YVNyPCe3S6"
LuciaEBaena,"Bogotá, D.C., Colombia",Alguien sabe en q horario funciona el nuevo #PicoyGenero en #Bogota? @manolitosalazar @Yanelda @EsperanzaRicoL ?
redsomos,"Cra 16A #30-90 Bogotá, D.C.","Puedes conocer algunas campaña LGBTI, tambien es un espacio que deseamos conocer tus preguntas y opinión frente a l… https://t.co/2McOXdG1ev"
dpuertap,medellin,"La alcaldesa de Bogotá y sus experimentos. Se me parecen a los de otro alcalde anterior.

@ClaudiaLopez @Bogota… https://t.co/KQUTBCw4Wm"
DianisAmore,colombia-bogota,"Según el #PicoyGenero  mañana puedo salir a hacer las compras.
Aburrida 😒 harta de hacer tantas filas por cualquier… https://t.co/VWserq2Ck0"
